TripID,DepartureLocationCountry,DepartureLocationCity,ArrivalLocationCountry,ArrivalLocationCity,ShippingType,ShippingTypeDescription,Purpose,OutOfPolicy,EntitiyCode,EmployeeNumber,BusinessUnit,HotelNights,NetCosts,Departure_CO2e,Return_CO2e,Hotel_CO2e,Spend_CO2e,TotalCO2e,HighCarbon
68578,AU,Sydney,DE,Frankfurt,12,Business Class Flight,Conference/Exhibition,No,9000,M1434-M5313,Value Engineering,5,1350,6776.567059,6776.567059,48.3,2364.634387,13601.43412,1
68579,AU,Sydney,DE,Frankfurt,10,Economy Flight,Customer Visit,No,7000,M1434-M5313,Sales,3,750,2336.832592,2336.832592,35,309.6441944,4708.665184,1
68580,AU,Sydney,DE,Frankfurt,10,Economy Flight,Internal Business Trip,No,7000,M1434-M5315,Marketing,3,3000,2336.832592,2336.832592,154.2,2478.820729,4827.865184,1
68582,ZA,Cape Town,ZA,Johannesburg,13,BMW 3 diesel,Conference/Exhibition,No,7000,M1434-M5316,Operations,4,300,395.3182022,395.1910665,48.3,236.4634387,838.8092687,0
68583,BR,Ṣo Paulo,US,Miami,12,Business Class Flight,Customer Visit,Yes,8000,M1434-M5320,Value Engineering,5,3450,2700.226755,2700.226755,73.5,541.2148724,5473.95351,1
68585,AU,Sydney,DE,Frankfurt,10,Economy Flight,Customer Visit,No,7000,M1434-M5321,Sales,5,2850,2336.832592,2336.832592,48.4,208.1005646,4722.065184,1
68586,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Enablement,No,7000,M1434-M5322,Sales,2,2700,931.1466752,931.1466752,156,1641.472565,2018.29335,0
68587,AU,Sydney,DE,Frankfurt,10,Economy Flight,Customer Visit,No,6000,M1434-M5330,Sales,4,900,2336.832592,2336.832592,102.8,1092.285848,4776.465184,1
68589,BR,Ṣo Paulo,JP,Tokyo,10,Economy Flight,Customer Visit,No,9000,M1434-M5334,Marketing,2,450,2626.029215,2626.029215,56,12.46718553,5308.05843,1
68590,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Customer Visit,No,8000,M1434-M5342,Operations,1,2250,1053.713528,1053.713528,32.2,2482.866107,2139.627056,0
68592,BR,Ṣo Paulo,AR,Buenos Aires,10,Economy Flight,Partner Visit,No,6000,M1434-M5356,Sales,2,1500,251.2322036,251.2322036,40.2,0,542.6644072,0
68593,AU,Sydney,DE,Frankfurt,10,Economy Flight,Conference/Exhibition,No,8000,M1434-M5359,Finance,3,1800,2336.832592,2336.832592,13.2,248.8773476,4686.865184,1
68594,DE,Berlin,GB,London,12,Business Class Flight,Customer Visit,No,6000,M1434-M5360,Services,5,3450,213.7416528,213.7416528,57.9,422.0548185,485.3833056,0
68596,BR,Ṣo Paulo,PT,Lisbon,10,Economy Flight,Enablement,No,10000,M1434-M5370,Customer Support,5,3750,1123.944467,1123.944467,21,180.3556265,2268.888934,0
68597,BR,Ṣo Paulo,US,Miami,11,First Class Flight,Customer Visit,Yes,8000,M1434-M5371,Marketing,3,3000,3724.455229,3724.455229,257,4957.641457,7705.910458,1
68598,US,New York,MX,Mexico City,4,Train,Customer Visit,No,9000,M1434-M5371,Sales,5,2850,310.6059474,311.0522004,73.5,4329.718979,695.1581478,0
68599,ZA,Cape Town,ZA,Johannesburg,16,BMW 3 plugin hybrid,Conference/Exhibition,No,6000,M1434-M5379,Marketing,4,3150,395.3182022,395.1910665,52.8,248.8773476,843.3092687,0
68600,AU,Sydney,SG,Singapore,10,Economy Flight,Conference/Exhibition,No,9000,M1434-M5381,Services,2,1500,891.4661434,891.4661434,70,774.1104859,1852.932287,0
68601,AU,Sydney,AU,Perth,15,Volkswagen Golf petrol,Customer Visit,No,8000,M1434-M5383,Sales,3,3450,853.7063808,853.182876,70,890.2270588,1776.889257,0
68603,MX,Mexico City,US,Miami,14,Volkswagen Golf diesel,Conference/Exhibition,No,8000,M1434-M5387,Product Management,4,2400,748.0883592,749.1585192,38.6,100.4892425,1535.846878,0
68604,AU,Sydney,AU,Melbourne,13,BMW 3 diesel,Conference/Exhibition,No,7000,M1434-M5394,Executive Management,3,3750,248.7616958,248.1948467,48.3,1773.47579,545.2565425,0
68607,DE,Berlin,ES,Madrid,12,Business Class Flight,Customer Visit,No,10000,M1434-M5396,Ecosystem,2,2250,411.5677048,411.5677048,112,37.40155659,935.1354096,0
68608,MX,Mexico City,US,Miami,15,Volkswagen Golf petrol,Conference/Exhibition,No,7000,M1434-M5398,Value Engineering,1,2700,748.0883592,749.152404,308.4,1220.790065,1805.640763,0
68610,BR,Ṣo Paulo,JP,Tokyo,10,Economy Flight,Conference/Exhibition,No,7000,M1434-M5399,Marketing,3,2250,2626.029215,2626.029215,154.2,385.5126522,5406.25843,1
68611,AU,Sydney,DE,Frankfurt,10,Economy Flight,Customer Visit,No,9000,M1434-M5401,Marketing,1,3600,2336.832592,2336.832592,64.4,945.8537549,4738.065184,1
68613,AU,Sydney,US,Los Angeles,10,Economy Flight,Customer Visit,No,10000,M1434-M5402,Sales,3,2400,1708.458757,1708.458757,35,721.422506,3451.917514,0
68614,CN,Beijing,GB,London,12,Business Class Flight,Conference/Exhibition,No,6000,M1434-M5404,Sales,1,3450,3349.129384,3349.129384,145.2,4535.19566,6843.458768,1
68615,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Conference/Exhibition,No,9000,M1434-M5412,Sales,4,1350,1053.713528,1053.713528,102.8,642.5210871,2210.227056,0
68616,AU,Sydney,AU,Melbourne,15,Volkswagen Golf petrol,Customer Visit,Yes,6000,M1434-M5415,Executive Management,1,300,191.0187552,190.583484,353.4,4662.217648,735.0022392,0
68618,DE,Berlin,ES,Madrid,14,Volkswagen Golf diesel,Conference/Exhibition,Yes,10000,M1434-M5418,Ecosystem,4,2550,506.5519368,522.4394448,57,199.638522,1085.991382,0
68619,AU,Sydney,US,Los Angeles,10,Economy Flight,Conference/Exhibition,No,9000,M1434-M5419,Sales,3,1200,1708.458757,1708.458757,145.2,1889.664858,3562.117514,1
68620,AU,Sydney,SG,Singapore,10,Economy Flight,Conference/Exhibition,No,10000,M1434-M5419,Sales,3,2550,891.4661434,891.4661434,57.9,361.761273,1840.832287,0
68621,DE,Berlin,NL,Amsterdam,14,Volkswagen Golf diesel,Customer Visit,No,8000,M1434-M5427,Sales,4,3600,143.0535288,143.1574872,105,812.8160102,391.211016,0
68623,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Customer Visit,No,7000,M1434-M5432,Executive Management,3,3000,1053.713528,1053.713528,52.8,663.6729268,2160.227056,0
68624,US,New York,CA,Toronto,16,BMW 3 plugin hybrid,Conference/Exhibition,No,6000,M1434-M5433,Executive Management,2,2550,224.1724491,226.1403511,154.2,5701.287676,604.5128002,0
68625,AU,Sydney,AU,Perth,14,Volkswagen Golf diesel,Internal Business Trip,No,7000,M1434-M5434,Sales,1,2850,853.7063808,853.182876,154.2,5949.169749,1861.089257,0
68626,BR,Ṣo Paulo,AR,Buenos Aires,10,Economy Flight,Conference/Exhibition,No,7000,M1434-M5445,Marketing,5,1350,251.2322036,251.2322036,96.5,120.587091,598.9644072,0
68629,AU,Sydney,AU,Melbourne,16,BMW 3 plugin hybrid,Conference/Exhibition,No,7000,M1434-M5451,Customer Support,4,2550,248.7616958,248.1948467,48.3,591.1585968,545.2565425,0
68631,AU,Sydney,DE,Frankfurt,10,Economy Flight,Customer Visit,No,8000,M1434-M5457,Sales,4,2550,2336.832592,2336.832592,98,4329.718979,4771.665184,1
68632,AU,Sydney,SG,Singapore,10,Economy Flight,Conference/Exhibition,No,6000,M1434-M5462,Sales,2,3450,891.4661434,891.4661434,19.3,2434.587301,1802.232287,0
68633,AU,Sydney,SG,Singapore,10,Economy Flight,Conference/Exhibition,No,10000,M1434-M5469,Sales,3,3150,891.4661434,891.4661434,71.5,661.4257127,1854.432287,0
68634,DE,Berlin,ES,Madrid,16,BMW 3 plugin hybrid,Enablement,No,8000,M1434-M5470,Sales,6,3600,659.6772063,680.3673392,52.8,1493.264085,1392.844546,0
68635,MX,Mexico City,US,Miami,15,Volkswagen Golf petrol,Enablement,No,8000,M1434-M5471,Services,3,3300,748.0883592,749.1585192,26.4,1991.01878,1523.646878,0
68636,CN,Beijing,RU,Moscow,10,Economy Flight,Conference/Exhibition,No,7000,M1434-M5472,Marketing,3,2250,820.8745452,820.8745452,176.7,1129.629183,1818.44909,0
68637,AU,Sydney,SG,Singapore,12,Business Class Flight,Conference/Exhibition,No,9000,M1434-M5473,Executive Management,3,750,2585.157414,2585.157414,16.1,2601.097826,5186.414828,1
68639,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Conference/Exhibition,No,9000,M1434-M5496,Marketing,3,2850,1053.713528,1053.713528,13.2,1327.345854,2120.627056,0
68640,DE,Berlin,ES,Madrid,15,Volkswagen Golf petrol,Customer Visit,No,9000,M1434-M5497,Sales,1,3600,506.5519368,522.4394448,70,774.1104859,1098.991382,0
68641,US,New York,MX,Mexico City,11,First Class Flight,Customer Visit,No,8000,M1434-M5497,Sales,5,2400,743.2958481,743.2958481,51.4,495.7641457,1537.991696,0
68642,BR,Ṣo Paulo,AR,Buenos Aires,10,Economy Flight,Conference/Exhibition,No,10000,M1434-M5502,Ecosystem,4,450,251.2322036,251.2322036,16.1,2128.170949,518.5644072,0
68643,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Customer Visit,No,7000,M1434-M5505,Marketing,3,1500,931.1466752,931.1466752,96.6,1418.780632,1958.89335,0
68644,AU,Sydney,NZ,Auckland,12,Business Class Flight,Conference/Exhibition,No,8000,M1434-M5507,Legal,4,450,480.0958256,480.0958256,168,23.41376569,1128.191651,0
68645,US,New York,MX,Mexico City,11,First Class Flight,Internal Business Trip,Yes,8000,M1434-M5510,Sales,2,1350,743.2958481,743.2958481,154.2,3966.113166,1640.791696,0
68646,BR,Ṣo Paulo,PT,Lisbon,10,Economy Flight,Conference/Exhibition,No,9000,M1434-M5510,Legal,2,900,1123.944467,1123.944467,51.4,2478.820729,2299.288934,0
68647,DE,Berlin,ES,Madrid,4,Train,Conference/Exhibition,No,7000,M1434-M5514,Operations,3,1350,64.72207243,36.1163916,121,1734.171372,221.838464,0
68648,AU,Sydney,SG,Singapore,10,Economy Flight,Partner Visit,No,7000,M1434-M5516,Sales,5,2700,891.4661434,891.4661434,95,3550.929409,1877.932287,0
68650,US,New York,MX,Mexico City,12,Business Class Flight,Enablement,No,10000,M1434-M5518,Marketing,6,3000,743.2958481,743.2958481,64.4,1418.780632,1550.991696,0
68651,AU,Sydney,US,Los Angeles,10,Economy Flight,Customer Visit,No,7000,M1434-M5519,Value Engineering,3,450,1708.458757,1708.458757,39.6,829.5911585,3456.517514,0
68652,DE,Hamburg,FR,Paris,14,Volkswagen Golf diesel,Conference/Exhibition,No,10000,M1434-M5520,Sales,3,3300,197.099448,198.7346088,16.1,374.2674854,411.9340568,0
68653,CN,Beijing,RU,Moscow,10,Economy Flight,Customer Visit,No,6000,M1434-M5520,Services,3,3450,820.8745452,820.8745452,38.6,40.195697,1680.34909,0
68654,AU,Sydney,NZ,Auckland,10,Economy Flight,Customer Visit,No,10000,M1434-M5521,Marketing,3,300,320.0854747,320.0854747,195,217.269174,835.1709494,0
68657,AU,Sydney,US,Los Angeles,10,Economy Flight,Customer Visit,No,6000,M1434-M5535,Legal,2,1200,1708.458757,1708.458757,21,434.063746,3437.917514,0
68658,AU,Sydney,US,Los Angeles,10,Economy Flight,Internal Business Trip,Yes,9000,M1434-M5540,Executive Management,5,450,1708.458757,1708.458757,39.6,165.9182317,3456.517514,0
68659,CN,Beijing,IN,New Delhi,10,Economy Flight,Partner Visit,No,8000,M1434-M5547,Sales,3,2700,539.7168999,539.7168999,40.2,3343.16026,1119.6338,0
68660,CN,Beijing,IN,New Delhi,10,Economy Flight,Conference/Exhibition,No,10000,M1434-M5554,Sales,4,3000,539.7168999,539.7168999,73.5,3247.289235,1152.9338,0
68662,AU,Sydney,DE,Frankfurt,10,Economy Flight,Conference/Exhibition,No,8000,M1435-M5011,Marketing,4,1200,2336.832592,2336.832592,192.6,133.4645541,4866.265184,1
68663,US,New York,FR,Paris,12,Business Class Flight,Customer Visit,Yes,9000,M1435-M5013,Customer Support,1,1800,2405.884462,2405.884462,160.5,395.754093,4972.268924,1
68665,MX,Mexico City,US,Miami,13,BMW 3 diesel,Conference/Exhibition,No,6000,M1435-M5016,Marketing,1,2250,973.8583463,975.6211815,16.1,2601.097826,1965.579528,0
68666,DE,Berlin,ES,Madrid,12,Business Class Flight,Customer Visit,No,10000,M1435-M5018,Value Engineering,2,1800,411.5677048,411.5677048,48.3,1773.47579,871.4354096,0
68668,CN,Beijing,IN,New Delhi,13,BMW 3 diesel,Customer Visit,No,10000,M1435-M5020,Sales,3,2700,1642.80992,1642.80992,176.7,564.8145914,3462.31984,0
68669,AU,Sydney,SG,Singapore,10,Economy Flight,Conference/Exhibition,No,8000,M1435-M5026,Value Engineering,4,1500,891.4661434,891.4661434,24.2,4157.262688,1807.132287,0
68670,AU,Sydney,SG,Singapore,12,Business Class Flight,Internal Business Trip,Yes,10000,M1435-M5026,Executive Management,3,3150,2585.157414,2585.157414,32.2,2364.634387,5202.514828,1
68671,DE,Berlin,ES,Madrid,4,Train,Customer Visit,No,10000,M1435-M5029,Sales,4,1350,64.72207243,36.1163916,57,479.1324528,157.838464,0
68672,ZA,Cape Town,ZA,Johannesburg,13,BMW 3 diesel,Conference/Exhibition,No,9000,M1435-M5029,Sales,2,2850,395.3182022,395.1910665,80.5,1891.70751,871.0092687,0
68673,CN,Beijing,IN,New Delhi,12,Business Class Flight,Customer Visit,Yes,6000,M1435-M5032,Sales,1,1350,1565.121857,1565.121857,98,2706.074362,3228.243714,0
68675,DE,Hamburg,DE,Berlin,13,BMW 3 diesel,Conference/Exhibition,Yes,8000,M1435-M5041,Finance,3,3150,82.98636108,81.22779222,32.2,2364.634387,196.4141533,0
68676,MX,Mexico City,US,Miami,17,Fiat 500 electric,Conference/Exhibition,No,7000,M1435-M5042,Sustainability,4,3150,621.9683345,622.8580765,57,2959.107841,1301.826411,0
68677,AU,Sydney,DE,Frankfurt,10,Economy Flight,Conference/Exhibition,No,10000,M1435-M5043,Marketing,1,3000,2336.832592,2336.832592,39.6,663.6729268,4713.265184,1
68678,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Conference/Exhibition,No,8000,M1435-M5045,Customer Support,5,3900,931.1466752,931.1466752,52.8,1410.304969,1915.09335,0
68679,CN,Beijing,RU,Moscow,10,Economy Flight,Customer Visit,No,8000,M1435-M5051,Sales,2,450,820.8745452,820.8745452,78,271.5864675,1719.74909,0
68680,DE,Berlin,IT,Rome,4,Train,Conference/Exhibition,No,7000,M1435-M5055,Value Engineering,3,2550,44.71327795,39.12583463,71.5,308.4456905,155.3391126,0
68682,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Conference/Exhibition,No,7000,M1435-M5065,Sales,3,3150,1053.713528,1053.713528,33.5,0,2140.927056,0
68683,DE,Berlin,IT,Rome,4,Train,Customer Visit,No,9000,M1435-M5067,Operations,1,2250,44.71327795,39.12583463,72.6,4346.229174,156.4391126,0
68684,BR,Ṣo Paulo,US,Miami,12,Business Class Flight,Customer Visit,Yes,6000,M1435-M5067,Services,1,450,2700.226755,2700.226755,16.1,2719.329545,5416.55351,1
68687,CN,Beijing,RU,Moscow,12,Business Class Flight,Customer Visit,No,7000,M1435-M5072,Sales,4,3600,2380.449255,2380.449255,57.9,10566.52875,4818.79851,1
68688,AU,Sydney,US,Los Angeles,12,Business Class Flight,Customer Visit,Yes,6000,M1435-M5074,Sales,2,1350,4954.349478,4954.349478,64.4,1064.085474,9973.098956,1
68689,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Internal Business Trip,No,6000,M1435-M5080,Finance,1,1800,931.1466752,931.1466752,122.5,2164.85949,1984.79335,0
68691,US,New York,CA,Toronto,13,BMW 3 diesel,Conference/Exhibition,No,10000,M1435-M5082,Operations,1,2850,224.1724491,225.7711739,48.3,2719.329545,498.243623,0
68692,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Conference/Exhibition,No,10000,M1435-M5083,Ecosystem,2,1200,931.1466752,931.1466752,154.2,3222.466947,2016.49335,0
68693,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Conference/Exhibition,No,9000,M1435-M5087,Marketing,3,2400,931.1466752,931.1466752,26.4,1327.345854,1888.69335,0
68694,BR,Ṣo Paulo,JP,Tokyo,12,Business Class Flight,Conference/Exhibition,No,7000,M1435-M5087,Engineering,3,1800,7615.20664,7615.20664,59.2,48.73991463,15289.61328,1
68695,CN,Beijing,IN,New Delhi,10,Economy Flight,Conference/Exhibition,No,6000,M1435-M5088,Value Engineering,2,3150,539.7168999,539.7168999,32.2,1418.780632,1111.6338,0
68697,CN,Beijing,IN,New Delhi,10,Economy Flight,Internal Business Trip,No,9000,M1435-M5093,Marketing,6,3600,539.7168999,539.7168999,13.2,663.6729268,1092.6338,0
68698,MX,Mexico City,US,Miami,15,Volkswagen Golf petrol,Enablement,Yes,6000,M1435-M5095,Marketing,1,1800,748.0883592,749.1585192,48.4,1308.845475,1545.646878,0
68700,CN,Beijing,AU,Sydney,14,Volkswagen Golf diesel,Conference/Exhibition,No,6000,M1435-M5099,Customer Support,1,3600,2540.903279,2540.903279,21,1577.127795,5102.806558,1
68701,US,New York,DE,Berlin,11,First Class Flight,Customer Visit,No,8000,M1435-M5103,Sales,1,3750,3631.786732,3631.786732,24.2,2456.564316,7287.773464,1
68703,US,New York,MX,Mexico City,4,Train,Customer Visit,No,10000,M1435-M5105,Office Management,5,3150,310.6059474,311.0522004,32.2,2364.634387,653.8581478,0
68704,CN,Beijing,IN,New Delhi,4,Train,Customer Visit,No,7000,M1435-M5107,Sales,3,1200,236.6405508,324.046749,95,2515.241665,655.6872998,0
68705,CN,Beijing,IN,New Delhi,4,Train,Customer Visit,No,8000,M1435-M5108,Marketing,1,900,236.6405508,324.046749,59.2,194.9596585,619.8872998,0
68706,AU,Sydney,DE,Frankfurt,10,Economy Flight,Customer Visit,No,10000,M1435-M5112,Marketing,2,2700,2336.832592,2336.832592,175,116.1165729,4848.665184,1
68707,AU,Sydney,US,Los Angeles,10,Economy Flight,Conference/Exhibition,No,9000,M1435-M5112,Sales,5,3900,1708.458757,1708.458757,21,3311.96837,3437.917514,0
68708,BR,Ṣo Paulo,ZA,Johannesburg,12,Business Class Flight,Partner Visit,No,10000,M1435-M5115,Services,4,3000,3055.657648,3055.657648,39.6,1410.304969,6150.915296,1
68710,DE,Berlin,ES,Madrid,11,First Class Flight,Conference/Exhibition,Yes,10000,M1435-M5117,Value Engineering,5,3150,411.5677048,411.5677048,51.4,4709.759384,874.5354096,0
68711,AU,Sydney,DE,Frankfurt,10,Economy Flight,Conference/Exhibition,No,6000,M1435-M5122,Customer Support,1,1500,2336.832592,2336.832592,64.4,2719.329545,4738.065184,1
68712,ZA,Cape Town,ZA,Johannesburg,15,Volkswagen Golf petrol,Enablement,No,6000,M1435-M5122,Customer Support,3,3000,303.556344,303.4587192,48.3,709.3903162,655.3150632,0
68714,CN,Beijing,RU,Moscow,10,Economy Flight,Internal Business Trip,No,9000,M1435-M5126,Sales,4,450,820.8745452,820.8745452,24.5,3427.694192,1666.24909,0
68715,DE,Berlin,ES,Madrid,14,Volkswagen Golf diesel,Internal Business Trip,No,10000,M1435-M5128,Ecosystem,3,3450,506.5519368,522.4394448,96.8,1133.798915,1125.791382,0
68716,AU,Sydney,SG,Singapore,10,Economy Flight,Customer Visit,No,10000,M1435-M5130,Engineering,6,2250,891.4661434,891.4661434,112,54.63211995,1894.932287,0
68718,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Customer Visit,No,9000,M1435-M5134,Sales,1,3000,1053.713528,1053.713528,57.9,2312.857935,2165.327056,0
68719,BR,Ṣo Paulo,US,Miami,12,Business Class Flight,Customer Visit,Yes,9000,M1435-M5138,Marketing,5,3450,2700.226755,2700.226755,32.2,2837.561265,5432.65351,1
68720,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Customer Visit,No,10000,M1435-M5139,Sales,3,450,931.1466752,931.1466752,80.5,2482.866107,1942.79335,0
68723,CN,Beijing,IN,New Delhi,10,Economy Flight,Customer Visit,No,9000,M1435-M5140,Ecosystem,5,2400,539.7168999,539.7168999,38.6,852.1055552,1118.0338,0
68725,AU,Sydney,DE,Frankfurt,12,Business Class Flight,Enablement,No,8000,M1435-M5154,Sales,1,2700,6776.567059,6776.567059,102.8,1487.292437,13655.93412,1
68727,DE,Berlin,ES,Madrid,15,Volkswagen Golf petrol,Enablement,No,7000,M1435-M5156,Marketing,2,3150,506.5519368,522.4394448,42.9,390.6978746,1071.891382,0
68728,US,New York,JP,Tokyo,4,Train,Partner Visit,No,9000,M1435-M5157,Executive Management,2,1800,0,0,39.6,1078.468506,39.6,0
68729,AU,Sydney,US,Los Angeles,12,Business Class Flight,Conference/Exhibition,Yes,6000,M1435-M5159,Customer Support,3,1500,4954.349478,4954.349478,80.5,2364.634387,9989.198956,1
68730,DE,Berlin,NL,Amsterdam,13,BMW 3 diesel,Conference/Exhibition,No,7000,M1435-M5164,Value Engineering,2,3600,186.2970909,186.4324749,21,2365.691693,393.7295658,0
68731,BR,Ṣo Paulo,PT,Lisbon,12,Business Class Flight,Customer Visit,No,7000,M1435-M5167,Marketing,3,2250,3259.319934,3259.319934,32.2,374.2674854,6550.839868,1
68733,BR,Ṣo Paulo,AR,Buenos Aires,14,Volkswagen Golf diesel,Conference/Exhibition,Yes,7000,M1435-M5168,Value Engineering,1,3000,487.356324,482.6690232,33.5,436.0643818,1003.525347,0
68734,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Enablement,No,9000,M1435-M5168,Sales,1,3150,931.1466752,931.1466752,32.2,2246.402668,1894.49335,0
68735,AU,Sydney,NZ,Auckland,10,Economy Flight,Conference/Exhibition,No,8000,M1435-M5170,Ecosystem,4,2850,320.0854747,320.0854747,13.2,89.91403256,653.3709494,0
68736,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Conference/Exhibition,No,8000,M1435-M5172,Operations,1,3000,1053.713528,1053.713528,140,309.6441944,2247.427056,0
68737,DE,Berlin,ES,Madrid,15,Volkswagen Golf petrol,Customer Visit,No,6000,M1435-M5173,Finance,2,1200,506.5519368,522.4394448,32.2,1064.085474,1061.191382,0
68741,DE,Berlin,ES,Madrid,13,BMW 3 diesel,Conference/Exhibition,No,6000,M1435-M5180,Sales,4,3000,659.6772063,680.3673392,160.5,2175.577016,1500.544546,0
68742,CN,Beijing,US,New York,12,Business Class Flight,Internal Business Trip,Yes,8000,M1435-M5186,Sales,3,2400,4505.274479,4505.274479,267.5,3005.661059,9278.048958,1
68744,AU,Sydney,SG,Singapore,12,Business Class Flight,Customer Visit,Yes,7000,M1435-M5193,Marketing,3,2700,2585.157414,2585.157414,117.8,353.0091196,5288.114828,1
68745,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Internal Business Trip,No,8000,M1435-M5198,Ecosystem,2,1500,931.1466752,931.1466752,105,540.5288321,1967.29335,0
68748,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Internal Business Trip,No,9000,M1435-M5220,Executive Management,1,2700,1053.713528,1053.713528,114,1775.464704,2221.427056,0
68750,BR,Ṣo Paulo,US,Miami,12,Business Class Flight,Conference/Exhibition,No,10000,M1435-M5223,Ecosystem,5,3000,2700.226755,2700.226755,73.5,4329.718979,5473.95351,1
68751,DE,Berlin,ES,Madrid,12,Business Class Flight,Conference/Exhibition,No,6000,M1435-M5225,Legal,4,3600,411.5677048,411.5677048,38.6,2434.587301,861.7354096,0
68752,AU,Sydney,AU,Melbourne,16,BMW 3 plugin hybrid,Customer Visit,No,6000,M1435-M5225,Customer Support,6,3600,248.7616958,248.1948467,96.6,2601.097826,593.5565425,0
68754,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Partner Visit,No,8000,M1435-M5228,Legal,2,3750,931.1466752,931.1466752,51.4,2478.820729,1913.69335,0
68755,CN,Beijing,GB,London,12,Business Class Flight,Enablement,No,6000,M1435-M5229,Sales,2,900,3349.129384,3349.129384,48.3,3074.024703,6746.558768,1
68756,AU,Sydney,SG,Singapore,10,Economy Flight,Customer Visit,No,6000,M1435-M5231,Value Engineering,3,2700,891.4661434,891.4661434,105,928.9325831,1887.932287,0
68757,AU,Sydney,US,Los Angeles,10,Economy Flight,Customer Visit,No,6000,M1435-M5234,Ecosystem,4,1200,1708.458757,1708.458757,24.5,3247.289235,3441.417514,0
68758,DE,Berlin,IT,Rome,4,Train,Conference/Exhibition,No,6000,M1435-M5235,Customer Support,1,2700,44.71327795,39.12583463,13.2,829.5911585,97.03911258,0
68759,US,New York,CA,Toronto,4,Train,Conference/Exhibition,No,7000,M1435-M5237,Marketing,5,2400,66.46051679,66.39576842,51.4,1983.056583,184.2562852,0
68760,BR,Ṣo Paulo,AR,Buenos Aires,15,Volkswagen Golf petrol,Conference/Exhibition,No,7000,M1435-M5238,Sales,3,450,487.356324,482.6690232,52,908.7320639,1022.025347,0
68762,AU,Sydney,US,Los Angeles,10,Economy Flight,Customer Visit,No,10000,M1435-M5241,Sales,2,3600,1708.458757,1708.458757,20.8,3428.63954,3437.717514,0
68763,CN,Beijing,RU,Moscow,12,Business Class Flight,Customer Visit,No,6000,M1435-M5243,Executive Management,2,900,2380.449255,2380.449255,59.2,243.6995731,4820.09851,1
68764,MX,Mexico City,US,Miami,15,Volkswagen Golf petrol,Customer Visit,Yes,9000,M1435-M5249,Marketing,1,1350,748.0883592,749.1585192,39,2027.701404,1536.246878,0
68765,AU,Sydney,DE,Frankfurt,10,Economy Flight,Conference/Exhibition,No,6000,M1435-M5252,Sales,1,1500,2336.832592,2336.832592,154.2,743.6462186,4827.865184,1
68766,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Customer Visit,No,6000,M1435-M5252,Executive Management,3,1200,931.1466752,931.1466752,80.5,2364.634387,1942.79335,0
68768,DE,Berlin,GB,London,12,Business Class Flight,Customer Visit,No,10000,M1435-M5262,Operations,3,2850,213.7416528,213.7416528,44.4,292.4394878,471.8833056,0
68769,BR,Ṣo Paulo,US,Miami,12,Business Class Flight,Internal Business Trip,Yes,8000,M1435-M5263,Sales,5,450,2700.226755,2700.226755,79.2,829.5911585,5479.65351,1
68771,AU,Sydney,DE,Frankfurt,12,Business Class Flight,Customer Visit,Yes,10000,M1435-M5270,Executive Management,3,900,6776.567059,6776.567059,66,248.8773476,13619.13412,1
68772,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Internal Business Trip,No,10000,M1435-M5270,Sales,1,1950,1053.713528,1053.713528,48.3,2482.866107,2155.727056,0
68774,US,New York,JP,Tokyo,14,Volkswagen Golf diesel,Customer Visit,No,6000,M1435-M5271,Sales,2,1200,0,0,28,300.5927108,28,0
68775,AU,Sydney,DE,Frankfurt,10,Economy Flight,Customer Visit,No,6000,M1435-M5271,Value Engineering,6,3150,2336.832592,2336.832592,29.6,125.7657441,4703.265184,1
68776,CN,Beijing,IN,New Delhi,13,BMW 3 diesel,Conference/Exhibition,No,9000,M1435-M5274,Value Engineering,4,3600,1642.80992,1642.80992,39.6,248.8773476,3325.21984,0
68777,BR,Ṣo Paulo,AR,Buenos Aires,13,BMW 3 diesel,Customer Visit,No,8000,M1435-M5282,Sales,2,3000,634.6789637,628.5747417,117,651.8075221,1380.253705,0
68778,DE,Berlin,ES,Madrid,12,Business Class Flight,Customer Visit,Yes,10000,M1435-M5287,Services,3,3000,411.5677048,411.5677048,58.9,1553.240126,882.0354096,0
