TripID,EmployeeNumber,TravelRequestID,ExpenseRequestID,ExpenseDenialReason,ExpenseReimbursementReason,ExpenseReimbursementAmount,ReasonForTransportCancellation,NewTransportSelection,ReasonForNewTransport,NewHotelSelection,ReasonForNewHotel,NewModeOfTransportation,TransportationPriceDifference,ReasonForTransportationChange,ReasonForDelay,ExtensionLength,DaysPreapproved,ProcessCode
71819,M1456-M5459,TR071819,EXP071819,,Policy exception approved,469.91,,,,,,,,,,2,4,V17
71820,M1456-M5462,TR071820,EXP071820,,Standard travel reimbursement,449.53,,,,,,,,,,,3,V21
71821,M1456-M5465,TR071821,EXP071821,,Standard travel reimbursement,427.09,,,,,,,,,,4,2,V17
71823,M1456-M5467,TR071823,EXP071823,,Policy exception approved,397.48,Operational issue,Rebooked flight,Missed connection,,,,,,,,3,V1
71824,M1456-M5468,TR071824,EXP071824,,Policy exception approved,511.07,,Rebooked rental,Route change,New hotel chosen,Location preference,,,,Rental desk queue,,3,V29
71825,M1456-M5472,TR071825,EXP071825,,Policy exception approved,599.11,,,,,,Updated Fiat 500 electric,-128.84,Time constraints,,,1,V1
71826,M1456-M5474,TR071826,EXP071826,Missing receipt,Partial reimbursement,572.17,,,,,,,,,,,2,V1
71827,M1456-M5487,TR071827,EXP071827,Out of policy,Policy exception approved,175.93,,Rebooked rental,Cheaper fare,Alternative hotel selected,Availability,,,,,,1,V24
71828,M1456-M5489,TR071828,EXP071828,Missing receipt,Standard travel reimbursement,321.7,,,,New hotel chosen,Hotel overbooked,,,,,,0,V1
71829,M1456-M5498,TR071829,EXP071829,Missing receipt,Standard travel reimbursement,436.12,,,,,,,,,,3,2,V17
71830,M1456-M5501,TR071830,EXP071830,,Policy exception approved,197.84,,,,,,,,,,,2,V1
71832,M1456-M5517,TR071832,EXP071832,,Standard travel reimbursement,144.23,,,,,,,,,,,1,V1
71833,M1456-M5518,TR071833,EXP071833,,Policy exception approved,407.02,,,,,,,,,,,3,V1
71836,M1456-M5520,TR071836,EXP071836,,Partial reimbursement,151.25,Rental availability change,,,,,,,,,,2,V12
71837,M1456-M5521,TR071837,EXP071837,Personal expense,Partial reimbursement,480.29,,,,,,,,,,,3,V1
71838,M1456-M5529,TR071838,EXP071838,,Partial reimbursement,299.12,,,,,,,,,,1,3,V18
71839,M1456-M5549,TR071839,EXP071839,,Partial reimbursement,415.52,,,,,,,,,,2,2,V17
71841,M1456-M5550,TR071841,EXP071841,,Policy exception approved,315.44,,,,,,,,,,,1,V1
71842,M1457-M5001,TR071842,EXP071842,,Partial reimbursement,407.59,,,,,,,,,,1,4,V19
71843,M1457-M5007,TR071843,EXP071843,,Partial reimbursement,127.54,,,,,,,,,,,4,V1
71844,M1457-M5016,TR071844,EXP071844,,Partial reimbursement,394.33,,,,,,,,,,2,3,V19
71845,M1457-M5018,TR071845,EXP071845,,Policy exception approved,218.28,,,,,,,,,,,1,V25
71847,M1457-M5023,TR071847,EXP071847,,Standard travel reimbursement,176.69,,,,New hotel chosen,Location preference,Updated Economy Flight,-48.65,Time constraints,,,1,V1
71848,M1457-M5027,TR071848,EXP071848,Missing receipt,Standard travel reimbursement,105.39,,,,,,,,,,,4,V20
71850,M1457-M5029,TR071850,EXP071850,,Policy exception approved,260.55,,Rebooked rental,Route change,,,,,,,,2,V9
71851,M1457-M5030,TR071851,EXP071851,,Standard travel reimbursement,394.35,,,,,,,,,,,0,V1
71852,M1457-M5035,TR071852,EXP071852,,Partial reimbursement,385.51,,Rebooked flight,Schedule conflict,,,,,,Security screening,,4,V29
71853,M1457-M5036,TR071853,EXP071853,,Standard travel reimbursement,131.13,,,,,,,,,,,3,V13
71854,M1457-M5036,TR071854,EXP071854,,Standard travel reimbursement,446.77,,,,,,,,,,3,1,V17
71855,M1457-M5037,TR071855,EXP071855,,Partial reimbursement,291.96,Rental availability change,,,,,Updated Volkswagen Golf diesel,-168.14,Client preference,,,0,V8
71856,M1457-M5045,TR071856,EXP071856,,Partial reimbursement,375.64,,,,,,,,,Security screening,,3,V1
71857,M1457-M5045,TR071857,EXP071857,,Standard travel reimbursement,478.76,,,,,,,,,,,4,V1
71859,M1457-M5057,TR071859,EXP071859,,Partial reimbursement,496.75,,Rebooked flight,Schedule conflict,Alternative hotel selected,Location preference,,,,,,1,V10
71860,M1457-M5062,TR071860,EXP071860,,Standard travel reimbursement,491.1,,,,,,,,,,,3,V1
71861,M1457-M5065,TR071861,EXP071861,,Partial reimbursement,272.88,,,,,,,,,,,3,V13
71862,M1457-M5066,TR071862,EXP071862,,Standard travel reimbursement,473.43,Airline schedule change,Rebooked flight,Cheaper fare,,,Updated Economy Flight,256.48,Safety concern,,,1,V15
71863,M1457-M5066,TR071863,EXP071863,,Partial reimbursement,374.47,,Rebooked flight,Cheaper fare,,,,,,,,2,V23
71864,M1457-M5069,TR071864,EXP071864,Missing receipt,Standard travel reimbursement,255.59,,Rebooked rental,Schedule conflict,,,,,,,,3,V23
71865,M1457-M5070,TR071865,EXP071865,,Partial reimbursement,253.97,,,,,,,,,,,2,V1
71866,M1457-M5070,TR071866,EXP071866,,Standard travel reimbursement,282.64,,Rebooked rental,Better schedule,,,Updated Volkswagen Golf petrol,113.82,Time constraints,,,2,V15
71867,M1457-M5072,TR071867,EXP071867,,Standard travel reimbursement,454.74,,,,,,,,,,,2,V1
71868,M1457-M5073,TR071868,EXP071868,,Policy exception approved,497.73,,,,,,,,,,,1,V25
71869,M1457-M5076,TR071869,EXP071869,,Policy exception approved,291.01,,,,,,Updated Business Class Flight,62.95,Time constraints,,3,3,V17
71871,M1457-M5078,TR071871,EXP071871,,Standard travel reimbursement,137.27,,Rebooked rental,Route change,New hotel chosen,Hotel overbooked,,,,,,1,V10
71872,M1457-M5078,TR071872,EXP071872,,Standard travel reimbursement,150.22,,,,New hotel chosen,Location preference,,,,,,2,V1
71873,M1457-M5080,TR071873,EXP071873,,Policy exception approved,395.14,,,,New hotel chosen,Location preference,,,,,,1,V1
71874,M1457-M5084,TR071874,EXP071874,,Standard travel reimbursement,351.32,,Rebooked train,Route change,,,Updated Train,96.13,Cost optimization,,,2,V15
71876,M1457-M5100,TR071876,EXP071876,,Policy exception approved,142.41,,,,,,,,,,,1,V1
71878,M1457-M5105,TR071878,EXP071878,Personal expense,Policy exception approved,151.32,,,,,,,,,,,0,V1
71879,M1457-M5107,TR071879,EXP071879,,Standard travel reimbursement,350.01,,,,,,,,,,,4,V14
71880,M1457-M5109,TR071880,EXP071880,,Standard travel reimbursement,279.16,,,,,,,,,,,1,V25
71881,M1457-M5112,TR071881,EXP071881,,Partial reimbursement,397.25,,,,,,Updated Economy Flight,-117.57,Cost optimization,,,2,V26
71882,M1457-M5114,TR071882,EXP071882,,Partial reimbursement,222.65,,Rebooked flight,Better schedule,,,Updated First Class Flight,84.97,Time constraints,,,0,V15
71884,M1457-M5115,TR071884,EXP071884,,Standard travel reimbursement,216.84,,,,,,,,,,,1,V1
71885,M1457-M5117,TR071885,EXP071885,,Partial reimbursement,220.98,,,,New hotel chosen,Hotel overbooked,,,,,,1,V1
71887,M1457-M5118,TR071887,EXP071887,,Partial reimbursement,263.7,,,,,,,,,,,3,V1
71890,M1457-M5120,TR071890,EXP071890,,Policy exception approved,310.67,,,,New hotel chosen,Rate change,Updated Economy Flight,76.7,Time constraints,,,0,V1
71891,M1457-M5123,TR071891,EXP071891,,Standard travel reimbursement,298.69,,,,,,,,,,,1,V2
71892,M1457-M5125,TR071892,EXP071892,,Policy exception approved,432.16,,,,,,,,,,,1,V1
71893,M1457-M5125,TR071893,EXP071893,,Policy exception approved,510.79,,,,New hotel chosen,Rate change,,,,Security screening,,2,V22
71894,M1457-M5128,TR071894,EXP071894,,Policy exception approved,223.69,,,,,,,,,,,3,V16
71895,M1457-M5132,TR071895,EXP071895,,Standard travel reimbursement,244.04,,,,,,,,,,,2,V1
71896,M1457-M5133,TR071896,EXP071896,,Partial reimbursement,310.96,,,,,,Updated Economy Flight,-19.8,Client preference,,3,4,V18
71897,M1457-M5141,TR071897,EXP071897,,Policy exception approved,212.16,,,,,,,,,,,1,V1
71898,M1457-M5142,TR071898,EXP071898,,Standard travel reimbursement,255.81,,Rebooked flight,Better schedule,Alternative hotel selected,Location preference,,,,,,3,V24
71899,M1457-M5143,TR071899,EXP071899,,Policy exception approved,214.66,,,,,,,,,,,1,V1
71900,M1457-M5145,TR071900,EXP071900,Late submission,Policy exception approved,414.28,Personal emergency,,,,,,,,,,1,V1
71901,M1457-M5146,TR071901,EXP071901,,Policy exception approved,192.03,,,,,,,,,,,1,V1
71903,M1457-M5149,TR071903,EXP071903,Out of policy,Standard travel reimbursement,335.56,,,,,,,,,,,3,V1
71904,M1457-M5149,TR071904,EXP071904,,Standard travel reimbursement,133.81,,,,,,,,,,,4,V1
71905,M1457-M5150,TR071905,EXP071905,,Partial reimbursement,227.58,,,,,,,,,,,2,V1
71906,M1457-M5154,TR071906,EXP071906,,Standard travel reimbursement,392.07,,,,,,,,,Airport congestion,,3,V11
71907,M1457-M5157,TR071907,EXP071907,,Policy exception approved,314.09,,,,,,,,,,,1,V1
71909,M1457-M5159,TR071909,EXP071909,,Partial reimbursement,459.04,,Rebooked flight,Schedule conflict,,,,,,,,3,V23
71910,M1457-M5159,TR071910,EXP071910,Out of policy,Partial reimbursement,430.21,Weather disruption,Rebooked flight,Missed connection,,,,,,,,1,V1
71911,M1457-M5161,TR071911,EXP071911,Late submission,Standard travel reimbursement,249.42,,,,,,,,,,,0,V1
71912,M1457-M5165,TR071912,EXP071912,,Partial reimbursement,285.21,,,,,,,,,,,2,V21
71913,M1457-M5170,TR071913,EXP071913,,Standard travel reimbursement,245.22,,,,,,,,,,,0,V1
71914,M1457-M5170,TR071914,EXP071914,,Standard travel reimbursement,516.6,,,,New hotel chosen,Rate change,,,,,,2,V1
71915,M1457-M5171,TR071915,EXP071915,,Partial reimbursement,244.11,,,,,,,,,Weather delay,,0,V11
71916,M1457-M5172,TR071916,EXP071916,Missing receipt,Partial reimbursement,162.44,,,,,,,,,,,3,V25
71917,M1457-M5172,TR071917,EXP071917,Missing receipt,Partial reimbursement,471.46,,,,,,,,,,,4,V1
71919,M1457-M5174,TR071919,EXP071919,,Policy exception approved,396.03,Weather disruption,Rebooked flight,Schedule conflict,New hotel chosen,Hotel overbooked,,,,,,3,V10
71920,M1457-M5181,TR071920,EXP071920,,Standard travel reimbursement,338.96,,,,,,,,,,,2,V1
71921,M1457-M5181,TR071921,EXP071921,,Standard travel reimbursement,476.97,,,,,,,,,,,3,V1
71922,M1457-M5182,TR071922,EXP071922,,Standard travel reimbursement,231.01,,Rebooked flight,Cheaper fare,,,,,,,,4,V4
71923,M1457-M5185,TR071923,EXP071923,,Standard travel reimbursement,507.23,,,,,,,,,,,2,V20
71924,M1457-M5195,TR071924,EXP071924,,Policy exception approved,392.77,,,,,,,,,,,4,V1
71925,M1457-M5196,TR071925,EXP071925,Out of policy,Policy exception approved,327.19,,,,,,,,,Airport congestion,,1,V1
71926,M1457-M5196,TR071926,EXP071926,,Partial reimbursement,241.28,,,,,,,,,,,1,V1
71927,M1457-M5201,TR071927,EXP071927,,Partial reimbursement,321.94,,,,,,,,,,,0,V1
71928,M1457-M5202,TR071928,EXP071928,,Policy exception approved,417.58,,,,,,,,,,,2,V1
71929,M1457-M5204,TR071929,EXP071929,Out of policy,Policy exception approved,135.21,,,,,,,,,,,4,V1
71932,M1457-M5224,TR071932,EXP071932,,Standard travel reimbursement,185.86,,,,,,,,,,,2,V1
71933,M1457-M5224,TR071933,EXP071933,Missing receipt,Standard travel reimbursement,589.5,,,,New hotel chosen,Quality issue,,,,,,3,V1
71934,M1457-M5229,TR071934,EXP071934,,Partial reimbursement,233.39,,,,,,,,,Weather delay,,0,V1
71935,M1457-M5234,TR071935,EXP071935,,Partial reimbursement,185.58,,,,,,,,,,,0,V1
71936,M1457-M5235,TR071936,EXP071936,,Partial reimbursement,595.56,,,,,,,,,Traffic congestion,,3,V28
71937,M1457-M5235,TR071937,EXP071937,Late submission,Partial reimbursement,555.25,,Rebooked flight,Cheaper fare,,,,,,,,4,V9
71938,M1457-M5239,TR071938,EXP071938,,Policy exception approved,452.14,,,,,,,,,,,0,V1
71939,M1457-M5239,TR071939,EXP071939,,Standard travel reimbursement,254.05,,,,,,,,,,,1,V1
71940,M1457-M5244,TR071940,EXP071940,,Standard travel reimbursement,328.91,Operational issue,,,,,,,,,,1,V12
71941,M1457-M5250,TR071941,EXP071941,Missing receipt,Policy exception approved,270.7,,,,,,,,,,,0,V1
71942,M1457-M5252,TR071942,EXP071942,Missing receipt,Partial reimbursement,236.06,,,,,,,,,,,1,V1
71943,M1457-M5252,TR071943,EXP071943,Personal expense,Partial reimbursement,593.98,,,,,,,,,,,1,V22
71944,M1457-M5260,TR071944,EXP071944,,Policy exception approved,440.13,,,,,,,,,,4,3,V19
71945,M1457-M5261,TR071945,EXP071945,,Partial reimbursement,147.77,,Rebooked flight,Schedule conflict,,,Updated Economy Flight,71.79,Time constraints,,,2,V27
71946,M1457-M5262,TR071946,EXP071946,,Standard travel reimbursement,426.06,,,,,,,,,,,3,V1
71947,M1457-M5265,TR071947,EXP071947,,Standard travel reimbursement,292.67,,,,,,,,,,,2,V16
71949,M1457-M5266,TR071949,EXP071949,,Standard travel reimbursement,408.2,,,,,,,,,,,4,V1
71951,M1457-M5269,TR071951,EXP071951,,Partial reimbursement,406.66,,,,,,,,,,,0,V1
71952,M1457-M5269,TR071952,EXP071952,,Partial reimbursement,370.58,,Rebooked rental,Route change,Alternative hotel selected,Availability,,,,,,3,V24
71953,M1457-M5274,TR071953,EXP071953,,Standard travel reimbursement,419.63,,,,,,,,,Mechanical issue,,2,V1
71954,M1457-M5276,TR071954,EXP071954,Late submission,Policy exception approved,290.76,,,,,,,,,,,4,V16
71955,M1457-M5277,TR071955,EXP071955,,Policy exception approved,493.01,,,,,,,,,,,4,V26
71956,M1457-M5278,TR071956,EXP071956,,Policy exception approved,381.48,,,,,,,,,,,4,V22
71959,M1457-M5282,TR071959,EXP071959,,Policy exception approved,288.38,,,,,,,,,,,2,V1
71960,M1457-M5286,TR071960,EXP071960,Late submission,Policy exception approved,156.43,,Rebooked rental,Schedule conflict,New hotel chosen,Rate change,,,,,,2,V24
71961,M1457-M5291,TR071961,EXP071961,,Partial reimbursement,505.56,,,,,,,,,,,4,V1
71963,M1457-M5291,TR071963,EXP071963,,Policy exception approved,497.09,,,,New hotel chosen,Hotel overbooked,Updated Business Class Flight,-123.64,Client preference,,,4,V1
71964,M1457-M5294,TR071964,EXP071964,,Partial reimbursement,319.97,,Rebooked train,Route change,,,Updated Train,121.47,Client preference,,,1,V15
71966,M1457-M5294,TR071966,EXP071966,,Partial reimbursement,245.64,,,,,,,,,,,4,V1
71968,M1457-M5299,TR071968,EXP071968,,Policy exception approved,475.34,,,,,,,,,,,3,V1
71969,M1457-M5300,TR071969,EXP071969,,Standard travel reimbursement,499.15,,Rebooked flight,Better schedule,,,,,,,,1,V30
71970,M1457-M5301,TR071970,EXP071970,,Partial reimbursement,214.77,,,,,,,,,,,4,V1
71972,M1457-M5313,TR071972,EXP071972,,Partial reimbursement,394.54,,,,,,,,,Airport congestion,,2,V1
71973,M1457-M5313,TR071973,EXP071973,Out of policy,Standard travel reimbursement,538.12,,,,,,,,,,,4,V1
71974,M1457-M5314,TR071974,EXP071974,,Policy exception approved,300.7,,,,,,,,,Traffic congestion,3,1,V18
71976,M1457-M5316,TR071976,EXP071976,Out of policy,Standard travel reimbursement,445.72,,,,,,,,,,3,3,V19
71978,M1457-M5317,TR071978,EXP071978,,Policy exception approved,467.37,Airline schedule change,Rebooked flight,Route change,,,Updated Economy Flight,283.34,Time constraints,,,3,V27
71979,M1457-M5324,TR071979,EXP071979,,Partial reimbursement,248.27,,,,,,,,,,,4,V1
71980,M1457-M5325,TR071980,EXP071980,,Policy exception approved,182.47,,,,,,,,,,,1,V1
71981,M1457-M5332,TR071981,EXP071981,,Partial reimbursement,153.72,,Rebooked flight,Better schedule,,,,,,,,2,V9
71982,M1457-M5335,TR071982,EXP071982,Personal expense,Partial reimbursement,497.23,,,,,,,,,,,3,V1
71983,M1457-M5335,TR071983,EXP071983,,Policy exception approved,454.79,,,,New hotel chosen,Rate change,,,,,,1,V14
71984,M1457-M5336,TR071984,EXP071984,,Partial reimbursement,319.72,,,,New hotel chosen,Hotel overbooked,,,,,,1,V1
71985,M1457-M5336,TR071985,EXP071985,,Standard travel reimbursement,389.08,Weather disruption,Rebooked flight,Route change,Alternative hotel selected,Location preference,,,,,,3,V10
71986,M1457-M5336,TR071986,EXP071986,,Standard travel reimbursement,477.34,,,,,,,,,,,3,V21
71991,M1457-M5346,TR071991,EXP071991,,Policy exception approved,316.51,,,,New hotel chosen,Location preference,,,,,,4,V14
71993,M1457-M5348,TR071993,EXP071993,,Policy exception approved,142.3,,,,,,,,,,,0,V16
71994,M1457-M5352,TR071994,EXP071994,,Partial reimbursement,205.91,,,,,,,,,Mechanical issue,,0,V1
71995,M1457-M5355,TR071995,EXP071995,,Standard travel reimbursement,368.07,,,,,,,,,Weather delay,,4,V14
71997,M1457-M5357,TR071997,EXP071997,,Standard travel reimbursement,136.41,,Rebooked flight,Schedule conflict,,,Updated First Class Flight,68.55,Cost optimization,,,4,V15
71998,M1457-M5358,TR071998,EXP071998,,Partial reimbursement,156.67,,,,,,,,,,,1,V26
71999,M1457-M5358,TR071999,EXP071999,,Partial reimbursement,327.14,,,,,,,,,,,1,V1
72000,M1457-M5360,TR072000,EXP072000,Missing receipt,Standard travel reimbursement,212.32,,,,,,,,,,,4,V1
72002,M1457-M5360,TR072002,EXP072002,Out of policy,Partial reimbursement,151.53,,,,,,,,,,,0,V1
72003,M1457-M5360,TR072003,EXP072003,,Partial reimbursement,472.24,,,,,,,,,,,3,V20
72004,M1457-M5361,TR072004,EXP072004,,Policy exception approved,444.26,,,,,,,,,,,0,V1
72005,M1457-M5365,TR072005,EXP072005,Missing receipt,Policy exception approved,598.8,,Rebooked flight,Schedule conflict,,,,,,,,4,V23
72006,M1457-M5365,TR072006,EXP072006,,Standard travel reimbursement,151.52,,,,,,,,,,,2,V1
72007,M1457-M5367,TR072007,EXP072007,Out of policy,Policy exception approved,401.66,,,,,,,,,,,0,V1
72010,M1457-M5376,TR072010,EXP072010,,Partial reimbursement,558.33,Airline schedule change,,,New hotel chosen,Rate change,,,,,,1,V8
72012,M1457-M5389,TR072012,EXP072012,,Partial reimbursement,322.22,,,,,,,,,,,2,V1
72013,M1457-M5392,TR072013,EXP072013,,Standard travel reimbursement,297.47,,,,,,,,,Weather delay,4,3,V19
72014,M1457-M5394,TR072014,EXP072014,,Partial reimbursement,429.98,,,,,,,,,,,3,V21
72015,M1457-M5395,TR072015,EXP072015,,Partial reimbursement,409.34,,,,,,,,,Weather delay,,0,V11
72016,M1457-M5396,TR072016,EXP072016,,Policy exception approved,384.48,,,,,,,,,,,4,V1
72017,M1457-M5402,TR072017,EXP072017,,Partial reimbursement,213.11,,,,,,,,,,,0,V1
72018,M1457-M5405,TR072018,EXP072018,,Policy exception approved,196.18,,,,,,,,,Airport congestion,,1,V11
72019,M1457-M5409,TR072019,EXP072019,,Standard travel reimbursement,292.65,,,,,,,,,,,3,V16
72020,M1457-M5409,TR072020,EXP072020,,Standard travel reimbursement,485.02,,,,New hotel chosen,Location preference,,,,,,0,V1
72021,M1457-M5420,TR072021,EXP072021,,Policy exception approved,361.06,,,,,,,,,,,0,V1
72022,M1457-M5420,TR072022,EXP072022,Personal expense,Partial reimbursement,399.53,,,,,,,,,,,3,V1
72023,M1457-M5423,TR072023,EXP072023,,Standard travel reimbursement,355.01,,,,,,,,,,2,3,V17
72024,M1457-M5427,TR072024,EXP072024,Personal expense,Policy exception approved,281.28,,,,,,Updated Business Class Flight,-271.01,Safety concern,,2,1,V19
72025,M1457-M5430,TR072025,,,,,,,,,,,,,,3,4,V18
72026,M1457-M5432,TR072026,EXP072026,,Standard travel reimbursement,542.68,,,,,,Updated Volkswagen Golf diesel,-274.73,Time constraints,,,4,V1
72027,M1457-M5432,TR072027,EXP072027,Late submission,Policy exception approved,534.68,,,,,,,,,,,1,V13
72028,M1457-M5433,TR072028,EXP072028,Out of policy,Partial reimbursement,432.46,,,,,,,,,,,3,V1
72029,M1457-M5433,TR072029,EXP072029,,Standard travel reimbursement,442.48,Weather disruption,,,,,,,,,,0,V1
72030,M1457-M5435,TR072030,EXP072030,,Standard travel reimbursement,426.44,,,,,,,,,Security screening,,2,V1
72031,M1457-M5439,TR072031,EXP072031,,Policy exception approved,564.83,,,,,,,,,,,4,V14
72033,M1457-M5443,TR072033,EXP072033,,Standard travel reimbursement,248.01,,,,,,,,,,,3,V1
72035,M1457-M5451,TR072035,EXP072035,,Partial reimbursement,276.97,,,,,,,,,,,0,V1
72036,M1457-M5455,TR072036,EXP072036,,Policy exception approved,147.01,,Rebooked flight,Cheaper fare,,,Updated Economy Flight,7.46,Cost optimization,,,0,V15
72037,M1457-M5455,TR072037,EXP072037,,Partial reimbursement,226.81,,,,,,Updated Economy Flight,47.5,Client preference,Airport congestion,,2,V14
72038,M1457-M5457,TR072038,EXP072038,,Policy exception approved,204.19,,,,,,,,,,,3,V1
72039,M1457-M5458,TR072039,EXP072039,,Policy exception approved,131.82,,,,,,,,,,,4,V1
72040,M1457-M5460,TR072040,EXP072040,Personal expense,Standard travel reimbursement,581.62,,Rebooked rental,Better schedule,Alternative hotel selected,Quality issue,,,,,,3,V24
72041,M1457-M5462,TR072041,EXP072041,,Partial reimbursement,388.35,,,,New hotel chosen,Location preference,,,,,,1,V1
72042,M1457-M5464,TR072042,EXP072042,,Policy exception approved,410.99,,,,New hotel chosen,Rate change,,,,,,3,V1
72043,M1457-M5468,TR072043,EXP072043,,Partial reimbursement,423.72,,,,,,,,,,,4,V25
72044,M1457-M5468,TR072044,EXP072044,,Partial reimbursement,259.03,Weather disruption,Rebooked flight,Cheaper fare,New hotel chosen,Hotel overbooked,,,,,,2,V1
72045,M1457-M5475,TR072045,EXP072045,,Standard travel reimbursement,234.2,,Rebooked rental,Better schedule,,,,,,,,4,V23
72046,M1457-M5477,TR072046,EXP072046,,Policy exception approved,140.87,,,,,,,,,,,4,V21
72048,M1457-M5487,TR072048,EXP072048,Personal expense,Partial reimbursement,310.84,,Rebooked flight,Schedule conflict,Alternative hotel selected,Rate change,,,,,,2,V5
72049,M1457-M5490,TR072049,EXP072049,Missing receipt,Standard travel reimbursement,419.03,,,,,,,,,,,1,V1
72050,M1457-M5491,TR072050,EXP072050,,Policy exception approved,323.47,Personal emergency,,,,,Updated Fiat 500 electric,8.23,Safety concern,,,2,V12
72051,M1457-M5492,TR072051,EXP072051,,Standard travel reimbursement,142.61,,,,,,,,,,,1,V14
72052,M1457-M5493,TR072052,EXP072052,,Policy exception approved,503.02,,,,,,,,,,,0,V1
72053,M1457-M5493,TR072053,EXP072053,,Standard travel reimbursement,148.6,,,,,,,,,,,0,V3
72055,M1457-M5496,TR072055,EXP072055,Out of policy,Policy exception approved,532.58,,,,,,,,,,,2,V22
72056,M1457-M5502,TR072056,EXP072056,,Standard travel reimbursement,214.22,,,,,,,,,,2,2,V19
72057,M1457-M5515,TR072057,EXP072057,,Standard travel reimbursement,135.64,,,,New hotel chosen,Quality issue,,,,,,0,V1
72058,M1457-M5516,TR072058,EXP072058,,Policy exception approved,240.09,,,,,,,,,,,2,V1
72059,M1457-M5516,TR072059,EXP072059,,Policy exception approved,203.44,,,,,,,,,,,0,V1
72062,M1457-M5517,TR072062,EXP072062,,Standard travel reimbursement,288.16,,,,,,,,,,,1,V1
72063,M1457-M5526,TR072063,EXP072063,Missing receipt,Partial reimbursement,240.11,,,,,,Updated Business Class Flight,-3.48,Time constraints,,,2,V1
72064,M1457-M5529,TR072064,EXP072064,,Policy exception approved,248.01,,,,,,,,,,,0,V14
72065,M1457-M5529,TR072065,EXP072065,,Partial reimbursement,119.31,,,,,,,,,,,4,V1
72068,M1457-M5536,TR072068,EXP072068,,Policy exception approved,250,,,,,,,,,,,0,V1
72069,M1457-M5540,TR072069,EXP072069,Out of policy,Policy exception approved,462.03,,,,,,,,,,,1,V1
72070,M1457-M5543,TR072070,EXP072070,,Policy exception approved,117.52,,,,,,,,,,,4,V1
72072,M1457-M5546,TR072072,EXP072072,,Policy exception approved,168.07,Airline schedule change,,,,,,,,,,4,V12
72073,M1457-M5547,TR072073,EXP072073,,Policy exception approved,436.49,,,,,,,,,,,3,V1
72074,M1457-M5549,TR072074,EXP072074,,Policy exception approved,340.42,,,,,,,,,,,1,V13
72075,M1457-M5549,TR072075,EXP072075,,Partial reimbursement,304.15,,Rebooked flight,Route change,New hotel chosen,Location preference,,,,,,1,V23
72076,M1457-M5553,TR072076,EXP072076,,Policy exception approved,214.26,,,,,,,,,,,4,V1
72077,M1457-M5555,TR072077,EXP072077,,Standard travel reimbursement,226.71,,,,,,Updated Business Class Flight,-52.23,Client preference,,,1,V25
72078,M1458-M5002,TR072078,EXP072078,,Standard travel reimbursement,486.22,,,,,,,,,Airport congestion,,2,V1
72081,M1458-M5002,TR072081,EXP072081,,Partial reimbursement,206.99,,,,New hotel chosen,Rate change,,,,Weather delay,,1,V1
72083,M1458-M5007,TR072083,EXP072083,,Partial reimbursement,362.89,,,,,,Updated Economy Flight,-244.35,Client preference,,,4,V21
72084,M1458-M5008,TR072084,EXP072084,,Partial reimbursement,393.48,,,,,,,,,,2,4,V17
72085,M1458-M5009,TR072085,EXP072085,,Partial reimbursement,264.55,Personal emergency,,,,,,,,,,3,V1
72086,M1458-M5011,TR072086,EXP072086,,Policy exception approved,410.03,,,,,,,,,,,3,V1
72087,M1458-M5016,TR072087,EXP072087,,Standard travel reimbursement,474.23,,Rebooked train,Schedule conflict,,,Updated Train,205.68,Client preference,,,2,V15
72088,M1458-M5019,TR072088,EXP072088,Late submission,Standard travel reimbursement,237.94,,,,,,,,,,,1,V1
72089,M1458-M5022,TR072089,EXP072089,,Policy exception approved,459.01,,,,,,,,,,,1,V21
72090,M1458-M5022,TR072090,EXP072090,,Standard travel reimbursement,319.86,,,,,,,,,,,1,V1
72091,M1458-M5023,TR072091,EXP072091,Late submission,Policy exception approved,225.84,,,,,,Updated Business Class Flight,47.07,Client preference,,,4,V1
72092,M1458-M5025,TR072092,EXP072092,,Policy exception approved,413.24,,Rebooked flight,Schedule conflict,New hotel chosen,Location preference,Updated First Class Flight,252.68,Cost optimization,,,4,V15
72093,M1458-M5026,TR072093,EXP072093,,Policy exception approved,274.25,,,,,,Updated Train,165.94,Time constraints,Platform delay,,0,V11
72094,M1458-M5026,TR072094,EXP072094,,Partial reimbursement,519.86,,,,New hotel chosen,Hotel overbooked,,,,,,4,V1
72096,M1458-M5030,TR072096,EXP072096,Out of policy,Partial reimbursement,353.92,,,,,,,,,,,3,V1
72097,M1458-M5031,TR072097,EXP072097,Personal expense,,309.83,,,,,,,,,,3,3,V18
72099,M1458-M5036,TR072099,EXP072099,,Policy exception approved,130.42,,,,,,,,,,,2,V1
72100,M1458-M5037,TR072100,EXP072100,,Standard travel reimbursement,528.83,,,,,,,,,,,4,V1
72101,M1458-M5038,TR072101,EXP072101,,Partial reimbursement,443.49,,,,,,,,,Security screening,,1,V1
72102,M1458-M5038,TR072102,EXP072102,,Policy exception approved,400.6,,,,,,,,,,,3,V1
72103,M1458-M5041,TR072103,EXP072103,,Partial reimbursement,441.19,,,,,,,,,,,0,V1
72104,M1458-M5042,TR072104,EXP072104,,Partial reimbursement,255.41,,,,,,,,,,,3,V21
72105,M1458-M5043,TR072105,EXP072105,Late submission,Standard travel reimbursement,518.15,,,,,,,,,,,1,V1
