TripID,StepOrder,EventName,EventTimestamp
66900,3,Submit Travel Request,02/26/2024 11:31:42
66900,4,Travel Request Approved,02/26/2024 16:16:22
66900,5,Receive Confirmation,02/26/2024 23:20:09
66900,6,Ticket Reissued,03/13/2024 21:00:50
66900,7,Take Departure Flight,03/13/2024 21:16:37
66900,8,Take Return Flight,03/14/2024 21:16:37
66900,9,Submit Expense Request,03/15/2024 02:20:26
66900,10,Expense Request Approved,03/15/2024 03:20:07
66900,11,Expense Reimbursement,03/15/2024 06:36:36
66901,1,Book Mode of Transportation,11/07/2024 07:05:03
66901,2,Book Lodging,11/08/2024 04:10:30
66901,3,Itinerary Edit,12/02/2024 21:03:49
66901,4,Submit Travel Request,11/09/2024 03:44:40
66901,5,Travel Request Approved,11/09/2024 16:21:23
66901,6,Receive Confirmation,11/10/2024 06:06:18
66901,7,Take Departure Flight,12/03/2024 00:26:15
66901,8,Take Return Flight,12/09/2024 00:26:15
66901,9,Submit Expense Request,12/09/2024 07:16:44
66901,10,Expense Request Approved,12/09/2024 07:53:09
66901,11,Expense Reimbursement,12/09/2024 09:30:20
66906,1,Manager Preapproved,06/10/2024 10:20:00
66906,2,Trip Extension,06/11/2024 23:26:16
66906,3,Book Mode of Transportation,06/04/2024 23:26:16
66906,4,Submit Travel Request,06/14/2024 23:39:10
66906,5,Travel Request Approved,06/17/2024 00:22:03
66906,6,Receive Confirmation,06/17/2024 01:22:03
66906,7,Take Departure Flight,06/17/2024 01:39:19
66906,8,Take Return Flight,06/18/2024 01:39:19
66906,9,Submit Expense Request,06/18/2024 22:28:04
66906,10,Expense Request Approved,06/18/2024 23:08:57
66906,11,Expense Reimbursement,06/19/2024 10:08:28
66923,1,Manager Preapproved,09/02/2024 16:08:00
66923,2,Book Mode of Transportation,08/24/2024 12:25:49
66923,3,Submit Travel Request,08/24/2024 16:26:06
66923,4,Travel Request Approved,08/24/2024 17:11:56
66923,5,Receive Confirmation,08/25/2024 02:54:16
66923,6,Take Departure Train,09/03/2024 14:09:36
66923,7,Take Return Train,09/05/2024 14:09:36
66923,8,Submit Expense Request,09/06/2024 13:23:28
66923,9,Expense Request Approved,09/06/2024 13:46:17
66923,10,Expense Reimbursement,09/09/2024 09:31:05
66944,1,Book Mode of Transportation,08/13/2024 06:12:31
66944,2,Book Lodging,08/13/2024 16:55:07
66944,3,Submit Travel Request,08/14/2024 00:24:33
66944,4,Travel Request Approved,08/14/2024 06:41:45
66944,5,Receive Confirmation,08/15/2024 03:24:00
66944,6,Take Departure Flight,09/02/2024 21:57:03
66944,7,Take Return Flight,09/03/2024 21:57:03
66944,8,Submit Expense Request,09/04/2024 12:09:33
66944,9,Expense Request Approved,09/04/2024 12:10:24
66944,10,Expense Reimbursement,09/05/2024 05:51:19
66947,1,Book Mode of Transportation,07/09/2024 10:39:58
66947,2,Book Lodging,07/09/2024 13:02:01
66947,3,Submit Travel Request,07/10/2024 09:42:37
66947,4,Travel Request Approved,07/10/2024 22:59:30
66947,5,Receive Confirmation,07/11/2024 13:45:32
66947,6,Take Departure Flight,07/29/2024 14:38:14
66947,7,Mode of Transportation Change,08/01/2024 14:38:14
66947,8,Take Return Flight,08/01/2024 15:00:17
66947,9,Submit Expense Request,08/02/2024 08:14:56
66947,10,Expense Request Approved,08/02/2024 08:21:12
66947,11,Expense Reimbursement,08/05/2024 08:05:59
66948,1,Book Mode of Transportation,11/03/2024 09:05:47
66948,2,Book Lodging,11/03/2024 10:54:31
66948,3,Submit Travel Request,11/03/2024 20:19:27
66948,4,Travel Request Approved,11/04/2024 18:13:25
66948,5,Receive Confirmation,11/04/2024 19:52:09
66948,6,Take Departure Flight,12/03/2024 17:27:40
66948,7,Mode of Transportation Change,12/05/2024 17:27:40
66948,8,Take Return Flight,12/05/2024 20:12:22
66948,9,Submit Expense Request,12/06/2024 18:10:42
66948,10,Expense Request Approved,12/06/2024 18:35:06
66948,11,Expense Reimbursement,12/09/2024 02:15:31
66949,1,Book Mode of Transportation,02/26/2024 19:45:28
66949,2,Book Lodging,02/27/2024 18:28:15
66949,3,Submit Travel Request,02/28/2024 13:37:44
66949,4,Travel Request Approved,02/29/2024 07:39:14
66949,5,Receive Confirmation,03/01/2024 03:23:48
66949,6,Take Departure Train,03/18/2024 10:40:27
66949,7,Take Return Train,03/19/2024 10:40:27
66949,8,Submit Expense Request,03/19/2024 21:29:01
66949,9,Expense Request Approved,03/19/2024 21:53:27
66949,10,Expense Reimbursement,03/20/2024 17:49:17
66956,1,Manager Preapproved,02/24/2025 06:42:00
66956,2,Trip Extension,02/26/2025 05:57:23
66956,3,Book Mode of Transportation,02/28/2025 05:57:23
66956,4,Book Lodging,02/28/2025 06:43:20
66956,5,Submit Travel Request,02/28/2025 07:24:51
66957,1,Book Mode of Transportation,02/03/2025 12:21:30
66957,2,Book Lodging,02/03/2025 17:04:04
66957,3,Submit Travel Request,02/04/2025 07:54:46
66957,4,Travel Request Approved,02/04/2025 14:20:50
66957,5,Receive Confirmation,02/05/2025 09:50:23
66957,6,Take Departure Flight,03/03/2025 18:02:49
66957,7,Take Return Flight,03/05/2025 18:02:49
66957,8,Submit Expense Request,03/05/2025 23:30:33
66957,9,Expense Request Approved,03/05/2025 23:54:06
66957,10,Expense Reimbursement,03/06/2025 08:22:24
66958,1,Book Mode of Transportation,01/21/2024 18:18:28
66958,2,Book Lodging,01/22/2024 08:03:19
66958,3,Submit Travel Request,01/23/2024 02:31:11
66958,4,Travel Request Approved,01/23/2024 15:11:06
66958,5,Receive Confirmation,01/24/2024 14:32:36
66958,6,Take Departure Flight,02/07/2024 15:27:33
66958,7,Take Return Flight,02/12/2024 15:27:33
66958,8,Submit Expense Request,02/13/2024 01:23:56
66958,9,Expense Request Approved,02/13/2024 01:48:11
66958,10,Expense Reimbursement,02/13/2024 22:12:31
66961,1,Book Mode of Transportation,09/28/2024 13:27:51
66961,2,Book Lodging,09/28/2024 22:58:19
66961,3,Submit Travel Request,09/29/2024 17:05:35
66961,4,Travel Request Approved,09/29/2024 23:32:09
66961,5,Receive Confirmation,09/30/2024 13:25:09
66961,6,Take Departure Flight,10/25/2024 21:15:48
66961,7,Take Return Flight,10/28/2024 21:15:48
66961,8,Submit Expense Request,10/29/2024 12:09:10
66961,9,Expense Request Approved,10/29/2024 13:06:01
66961,10,Expense Reimbursement,10/30/2024 03:21:07
66967,1,Book Mode of Transportation,10/02/2024 13:46:42
66967,2,Book Lodging,10/03/2024 02:55:58
66967,3,Submit Travel Request,10/04/2024 00:40:29
66967,4,Travel Request Approved,10/04/2024 12:49:21
66967,5,Receive Confirmation,10/04/2024 15:48:33
66967,6,Flight Change,10/28/2024 20:07:44
66967,7,Take Departure Flight,10/28/2024 20:36:15
66967,8,Take Return Flight,10/29/2024 20:36:15
66967,9,Submit Expense Request,10/30/2024 03:27:10
66967,10,Expense Request Approved,10/30/2024 04:06:32
66967,11,Expense Reimbursement,10/31/2024 02:54:23
66968,1,Book Mode of Transportation,04/24/2024 13:18:00
66968,2,Book Lodging,04/28/2024 14:08:49
66968,3,Submit Travel Request,05/01/2024 15:06:15
66968,4,Travel Request Approved,05/01/2024 15:10:22
66968,5,Receive Confirmation,05/01/2024 16:10:22
66968,6,Flight Change,05/01/2024 16:38:41
66968,7,Take Departure Flight,05/01/2024 16:52:44
66968,8,Take Return Flight,05/06/2024 16:52:44
66968,9,Submit Expense Request,05/07/2024 03:59:06
66968,10,Expense Request Approved,05/07/2024 04:56:49
66968,11,Expense Reimbursement,05/07/2024 18:53:34
66971,1,Book Mode of Transportation,10/27/2024 03:55:25
66971,2,Submit Travel Request,10/27/2024 22:13:22
66971,3,Travel Request Approved,10/28/2024 20:43:36
66971,4,Receive Confirmation,10/29/2024 06:37:52
66971,5,Take Departure Flight,11/12/2024 13:17:52
66971,6,Take Return Flight,11/13/2024 13:17:52
66971,7,Submit Expense Request,11/14/2024 03:38:57
66971,8,Expense Request Approved,11/14/2024 03:44:30
66971,9,Expense Reimbursement,11/14/2024 11:15:31
66978,1,Book Mode of Transportation,05/10/2024 00:40:41
66978,2,Book Lodging,05/10/2024 06:39:11
66978,3,Submit Travel Request,05/10/2024 15:47:13
66978,4,Travel Request Approved,05/10/2024 19:11:32
66978,5,Receive Confirmation,05/11/2024 03:07:55
66978,6,Take Departure Flight,06/03/2024 20:40:57
66978,7,Take Return Flight,06/04/2024 20:40:57
66978,8,Submit Expense Request,06/05/2024 06:04:38
66978,9,Expense Request Approved,06/05/2024 06:18:31
66978,10,Expense Reimbursement,06/05/2024 15:42:50
66982,1,Book Mode of Transportation,04/01/2024 14:06:23
66982,2,Book Lodging,04/02/2024 03:45:30
66982,3,Submit Travel Request,04/03/2024 03:01:54
66982,4,Travel Request Approved,04/03/2024 23:07:07
66982,5,Receive Confirmation,04/04/2024 15:35:15
66982,6,Take Departure Flight,04/29/2024 18:18:12
66982,7,Mode of Transportation Change,05/06/2024 18:18:12
66982,8,Take Return Flight,05/06/2024 19:03:21
66982,9,Submit Expense Request,05/07/2024 08:34:40
66982,10,Expense Request Approved,05/07/2024 09:01:24
66982,11,Expense Reimbursement,05/08/2024 02:13:46
66987,1,Book Mode of Transportation,06/17/2024 20:26:00
66987,2,Book Lodging,06/28/2024 21:14:42
66987,3,Submit Travel Request,07/08/2024 22:10:39
66987,4,Travel Request Approved,07/08/2024 22:36:03
66987,5,Receive Confirmation,07/08/2024 23:36:03
66987,6,Pickup Rental,07/08/2024 23:41:48
66987,7,Return Rental,07/10/2024 23:41:48
66987,8,Submit Expense Request,07/11/2024 23:09:00
66987,9,Expense Request Approved,07/11/2024 23:46:12
66987,10,Expense Reimbursement,07/12/2024 11:52:41
66989,1,Book Mode of Transportation,10/05/2024 02:14:13
66989,2,Book Lodging,10/05/2024 15:31:26
66989,3,Submit Travel Request,10/05/2024 18:33:43
66989,4,Travel Request Approved,10/06/2024 16:42:46
66989,5,Receive Confirmation,10/07/2024 06:36:59
66989,6,Take Departure Flight,10/28/2024 09:36:50
66989,7,Take Return Flight,11/01/2024 09:36:50
66989,8,Submit Expense Request,11/01/2024 14:20:49
66989,9,Expense Request Approved,11/01/2024 14:24:27
66989,10,Expense Reimbursement,11/01/2024 19:32:34
66992,1,Book Mode of Transportation,06/24/2024 16:11:05
66992,2,Submit Travel Request,06/25/2024 11:15:43
66992,3,Travel Request Approved,06/26/2024 07:21:32
66992,4,Receive Confirmation,06/26/2024 09:39:49
66992,5,Take Departure Flight,07/18/2024 13:08:31
66992,6,Take Return Flight,07/19/2024 13:08:31
66992,7,Submit Expense Request,07/19/2024 20:54:03
66992,8,Expense Request Approved,07/19/2024 20:58:12
66992,9,Expense Reimbursement,07/22/2024 05:52:36
66993,1,Book Mode of Transportation,04/22/2024 06:52:56
66993,2,Submit Travel Request,04/23/2024 06:08:07
66993,3,Travel Request Approved,04/23/2024 11:09:41
66993,4,Receive Confirmation,04/23/2024 19:53:33
66993,5,Take Departure Flight,05/17/2024 13:03:44
66993,6,Take Return Flight,05/20/2024 13:03:44
66993,7,Submit Expense Request,05/21/2024 04:32:23
66993,8,Expense Request Approved,05/21/2024 05:22:52
66993,9,Expense Reimbursement,05/21/2024 16:45:33
67000,1,Book Mode of Transportation,04/11/2024 16:26:18
67000,2,Book Lodging,04/11/2024 19:00:07
67000,3,Submit Travel Request,04/12/2024 12:53:14
67000,4,Travel Request Approved,04/13/2024 09:07:22
67000,5,Receive Confirmation,04/13/2024 13:15:15
67000,6,Take Departure Flight,05/03/2024 08:08:38
67000,7,Take Return Flight,05/08/2024 08:08:38
67000,8,Submit Expense Request,05/08/2024 16:30:58
67000,9,Expense Request Approved,05/08/2024 16:58:59
67000,10,Expense Reimbursement,05/09/2024 05:14:30
67002,1,Book Mode of Transportation,06/07/2024 18:03:13
67002,2,Book Lodging,06/08/2024 09:40:51
67002,3,Submit Travel Request,06/09/2024 08:59:20
67002,4,Travel Request Approved,06/09/2024 21:42:57
67002,5,Receive Confirmation,06/09/2024 23:25:57
67002,6,Take Departure Flight,06/24/2024 11:41:31
67002,7,Take Return Flight,06/26/2024 11:41:31
67002,8,Submit Expense Request,06/27/2024 00:14:49
67002,9,Expense Request Approved,06/27/2024 00:42:05
67002,10,Expense Reimbursement,06/27/2024 10:32:02
67005,1,Manager Preapproved,01/23/2024 12:00:00
67005,2,Book Mode of Transportation,01/24/2024 23:25:36
67005,3,Book Lodging,01/24/2024 00:00:02
67005,4,Submit Travel Request,01/24/2024 00:59:00
67005,5,Travel Request Approved,01/24/2024 01:33:16
67005,6,Receive Confirmation,01/24/2024 02:33:16
67005,7,Pickup Rental,01/24/2024 02:51:07
67005,8,Return Rental,01/29/2024 02:51:07
67005,9,Submit Expense Request,01/29/2024 11:10:36
67005,10,Expense Request Approved,01/29/2024 11:49:08
67005,11,Expense Reimbursement,01/30/2024 06:15:37
67006,1,Book Mode of Transportation,04/11/2024 23:32:40
67006,2,Book Lodging,04/12/2024 19:48:49
67006,3,Submit Travel Request,04/13/2024 04:27:03
67006,4,Travel Request Approved,04/13/2024 18:44:19
67006,5,Receive Confirmation,04/14/2024 00:00:20
67006,6,Take Departure Flight,05/01/2024 10:30:47
67006,7,Take Return Flight,05/03/2024 10:30:47
67006,8,Submit Expense Request,05/03/2024 15:38:27
67006,9,Expense Request Approved,05/03/2024 16:11:58
67006,10,Expense Reimbursement,05/03/2024 22:09:59
67007,1,Book Mode of Transportation,04/14/2024 10:35:00
67007,2,Book Lodging,04/18/2024 11:33:38
67007,3,Submit Travel Request,04/18/2024 12:13:04
67007,4,Travel Request Approved,04/18/2024 13:06:28
67007,5,Receive Confirmation,04/18/2024 14:06:28
67007,6,Take Departure Flight,04/18/2024 15:00:42
67007,7,Take Return Flight,04/24/2024 15:00:42
67007,8,Submit Expense Request,04/25/2024 00:26:00
67007,9,Expense Request Approved,04/25/2024 00:48:02
67007,10,Expense Reimbursement,04/25/2024 03:15:43
67008,1,Book Mode of Transportation,12/21/2023 03:53:35
67008,2,Book Lodging,12/21/2023 10:53:39
67008,3,Submit Travel Request,12/21/2023 21:33:54
67008,4,Travel Request Approved,12/22/2023 00:22:08
67008,5,Receive Confirmation,12/22/2023 03:16:20
67008,6,Take Departure Flight,01/18/2024 10:23:29
67008,7,Take Return Flight,01/22/2024 10:23:29
67008,8,Submit Expense Request,01/22/2024 15:56:32
67008,9,Expense Request Approved,01/22/2024 16:45:06
67008,10,Expense Reimbursement,01/22/2024 19:30:52
67009,1,Manager Preapproved,09/20/2024 05:06:00
67009,2,Book Mode of Transportation,09/08/2024 13:05:25
67009,3,Book Lodging,09/09/2024 03:48:41
67009,4,Submit Travel Request,09/09/2024 06:07:46
67009,5,Travel Request Approved,09/10/2024 05:42:44
67009,6,Receive Confirmation,09/10/2024 08:57:30
67009,7,Take Departure Flight,09/23/2024 09:00:34
67009,8,Take Return Flight,09/30/2024 09:00:34
67009,9,Submit Expense Request,09/30/2024 21:04:05
67009,10,Expense Request Approved,09/30/2024 21:25:23
67009,11,Expense Reimbursement,10/01/2024 18:24:46
67012,1,Book Mode of Transportation,08/26/2024 18:38:00
67012,2,Book Lodging,09/02/2024 19:14:30
67012,3,Submit Travel Request,09/02/2024 19:34:30
67012,4,Travel Request Approved,09/02/2024 19:35:26
67012,5,Receive Confirmation,09/02/2024 20:35:26
67012,6,Take Departure Flight,09/02/2024 21:33:14
67012,7,Take Return Flight,09/04/2024 21:33:14
67012,8,Submit Expense Request,09/05/2024 19:36:56
67012,9,Expense Request Approved,09/05/2024 19:50:47
67012,10,Expense Reimbursement,09/06/2024 05:23:14
67014,1,Book Mode of Transportation,04/03/2024 08:32:11
67014,2,Book Lodging,04/03/2024 12:52:19
67014,3,Submit Travel Request,04/03/2024 14:59:05
67014,4,Travel Request Approved,04/04/2024 07:36:45
67014,5,Receive Confirmation,04/05/2024 04:05:43
67014,6,Take Departure Flight,05/03/2024 14:13:59
67014,7,Take Return Flight,05/06/2024 14:13:59
67014,8,Submit Expense Request,05/07/2024 13:56:06
67014,9,Expense Request Approved,05/07/2024 14:20:01
67014,10,Expense Reimbursement,05/07/2024 22:55:13
67023,1,Book Mode of Transportation,03/04/2024 16:00:00
67023,2,Book Lodging,03/04/2024 16:38:10
67023,3,Submit Travel Request,03/04/2024 17:25:54
67023,4,Travel Request Approved,03/04/2024 17:35:14
67023,5,Receive Confirmation,03/04/2024 18:35:14
67023,6,Itinerary Edit,03/04/2024 19:31:59
67023,7,Pickup Rental,03/04/2024 19:48:12
67023,8,Return Rental,03/07/2024 19:48:12
67023,9,Submit Expense Request,03/08/2024 11:29:28
67023,10,Expense Request Approved,03/08/2024 12:01:36
67023,11,Expense Reimbursement,03/08/2024 23:47:32
67031,1,Manager Preapproved,06/21/2024 20:35:00
67031,2,Trip Extension,06/24/2024 11:35:58
67031,3,Book Mode of Transportation,06/27/2024 11:35:58
67031,4,Book Lodging,06/27/2024 11:37:12
67031,5,Submit Travel Request,06/27/2024 11:41:23
67032,1,Book Mode of Transportation,10/03/2024 10:22:00
67032,2,Book Lodging,10/13/2024 11:21:38
67032,3,Submit Travel Request,10/29/2024 12:00:07
67032,4,Travel Request Approved,10/29/2024 12:52:06
67032,5,Receive Confirmation,10/29/2024 13:52:06
67032,6,Pickup Rental,10/29/2024 14:05:25
67032,7,Return Rental,11/01/2024 14:05:25
67032,8,Submit Expense Request,11/01/2024 21:58:14
67032,9,Expense Request Approved,11/01/2024 22:15:08
67032,10,Expense Reimbursement,11/04/2024 19:17:10
67035,1,Book Mode of Transportation,05/01/2024 20:33:00
67035,2,Book Lodging,05/02/2024 21:17:37
67035,3,Submit Travel Request,05/06/2024 22:06:08
67035,4,Travel Request Approved,05/06/2024 22:17:12
67035,5,Receive Confirmation,05/06/2024 23:17:12
67035,6,Hotel Change,05/06/2024 23:42:57
67035,7,Pickup Rental,05/07/2024 00:10:56
67035,8,Return Rental,05/10/2024 00:10:56
67035,9,Submit Expense Request,05/10/2024 21:25:23
67035,10,Expense Request Approved,05/10/2024 21:49:08
67035,11,Expense Reimbursement,05/13/2024 12:02:55
67036,1,Book Mode of Transportation,07/07/2024 00:15:10
67036,2,Book Lodging,07/07/2024 15:44:36
67036,3,Submit Travel Request,07/07/2024 18:28:48
67036,4,Travel Request Approved,07/08/2024 09:09:39
67036,5,Receive Confirmation,07/08/2024 09:19:53
67036,6,Take Departure Train,07/15/2024 17:00:43
67036,7,Take Return Train,07/16/2024 17:00:43
67036,8,Submit Expense Request,07/17/2024 02:36:14
67036,9,Expense Request Approved,07/17/2024 03:01:48
67036,10,Expense Reimbursement,07/17/2024 04:49:13
67037,1,Book Mode of Transportation,05/19/2024 17:32:06
67037,2,Book Lodging,05/20/2024 08:30:10
67037,3,Submit Travel Request,05/20/2024 08:41:53
67037,4,Travel Request Approved,05/21/2024 08:35:07
67037,5,Receive Confirmation,05/22/2024 08:01:01
67037,6,Flight Delay,06/03/2024 09:41:50
67037,7,Take Departure Flight,06/03/2024 10:06:53
67037,8,Take Return Flight,06/06/2024 10:06:53
67037,9,Submit Expense Request,06/06/2024 23:03:24
67037,10,Expense Request Approved,06/06/2024 23:42:18
67037,11,Expense Reimbursement,06/07/2024 15:49:54
67040,1,Book Mode of Transportation,02/27/2024 07:06:45
67040,2,Book Lodging,02/28/2024 04:16:26
67040,3,Submit Travel Request,02/28/2024 05:24:58
67040,4,Travel Request Approved,02/28/2024 12:32:38
67040,5,Receive Confirmation,02/29/2024 00:51:16
67040,6,Take Departure Flight,03/26/2024 13:54:26
67040,7,Missed Flight,04/01/2024 13:54:26
67040,8,Book Mode of Transportation,04/01/2024 15:18:02
67040,9,Take Return Flight,04/01/2024 15:49:33
67040,10,Submit Expense Request,04/02/2024 08:31:07
67040,11,Expense Request Approved,04/02/2024 09:09:12
67040,12,Expense Reimbursement,04/03/2024 01:50:06
67041,1,Book Mode of Transportation,06/10/2024 20:00:51
67041,2,Book Lodging,06/11/2024 09:16:05
67041,3,Submit Travel Request,06/12/2024 02:02:15
67041,4,Travel Request Approved,06/12/2024 17:37:10
67041,5,Receive Confirmation,06/13/2024 04:22:27
67041,6,Take Departure Flight,07/01/2024 19:28:06
67041,7,Take Return Flight,07/08/2024 19:28:06
67041,8,Submit Expense Request,07/09/2024 05:28:33
67041,9,Expense Request Approved,07/09/2024 05:29:24
67041,10,Expense Reimbursement,07/09/2024 07:34:09
67042,1,Manager Preapproved,04/22/2024 12:10:00
67042,2,Trip Extension,04/23/2024 01:28:54
67042,3,Book Mode of Transportation,04/29/2024 01:28:54
67042,4,Book Lodging,04/29/2024 02:27:00
67042,5,Submit Travel Request,04/29/2024 02:59:26
67044,1,Manager Preapproved,08/22/2024 08:02:00
67044,2,Itinerary Edit,08/23/2024 20:46:40
67044,3,Book Mode of Transportation,07/31/2024 20:54:33
67044,4,Book Lodging,08/13/2024 21:14:14
67044,5,Submit Travel Request,08/23/2024 21:59:21
67044,6,Travel Request Approved,08/23/2024 22:20:24
67044,7,Receive Confirmation,08/23/2024 23:20:24
67044,8,Pickup Rental,08/23/2024 23:42:24
67044,9,Return Rental,08/26/2024 23:42:24
67044,10,Submit Expense Request,08/27/2024 18:01:32
67044,11,Expense Request Approved,08/27/2024 18:43:19
67044,12,Expense Reimbursement,08/27/2024 23:56:59
67061,1,Book Mode of Transportation,07/27/2024 17:42:48
67061,2,Book Lodging,07/28/2024 12:00:56
67061,3,Submit Travel Request,07/29/2024 01:52:31
67061,4,Travel Request Approved,07/29/2024 14:32:20
67061,5,Receive Confirmation,07/30/2024 04:50:04
67061,6,Mode of Transportation Change,08/12/2024 21:33:42
67061,7,Take Departure Flight,08/12/2024 22:07:04
67061,8,Take Return Flight,08/15/2024 22:07:04
67061,9,Submit Expense Request,08/16/2024 13:04:04
67061,10,Expense Request Approved,08/16/2024 13:24:09
67061,11,Expense Reimbursement,08/19/2024 05:12:14
67063,1,Manager Preapproved,03/18/2024 06:12:00
67063,2,Itinerary Edit,03/19/2024 03:56:04
67063,3,Book Mode of Transportation,03/01/2024 04:43:54
67063,4,Book Lodging,03/01/2024 09:39:47
67063,5,Submit Travel Request,03/01/2024 23:04:12
67063,6,Travel Request Approved,03/02/2024 03:43:38
67063,7,Receive Confirmation,03/02/2024 16:49:20
67063,8,Take Departure Flight,03/19/2024 06:36:04
67063,9,Take Return Flight,03/25/2024 06:36:04
67063,10,Submit Expense Request,03/25/2024 21:56:05
67063,11,Expense Request Approved,03/25/2024 22:38:04
67063,12,Expense Reimbursement,03/26/2024 07:38:42
67068,1,Book Mode of Transportation,05/27/2024 02:07:43
67068,2,Book Lodging,05/27/2024 05:56:48
67068,3,Submit Travel Request,05/27/2024 09:46:04
67068,4,Travel Request Approved,05/27/2024 17:07:37
67068,5,Receive Confirmation,05/28/2024 03:18:32
67068,6,Take Departure Flight,06/21/2024 01:20:31
67068,7,Take Return Flight,06/24/2024 01:20:31
67068,8,Submit Expense Request,06/24/2024 14:33:59
67068,9,Expense Request Approved,06/24/2024 15:29:17
67068,10,Expense Reimbursement,06/25/2024 04:42:18
67069,1,Book Mode of Transportation,06/15/2024 17:57:00
67069,2,Book Lodging,06/20/2024 18:35:37
67069,3,Submit Travel Request,06/26/2024 19:00:11
67069,4,Travel Request Approved,06/26/2024 19:05:33
67069,5,Receive Confirmation,06/26/2024 20:05:33
67069,6,Pickup Rental,06/26/2024 20:15:06
67069,7,Return Rental,06/27/2024 20:15:06
67069,8,Submit Expense Request,06/28/2024 11:24:51
67069,9,Expense Request Approved,06/28/2024 11:34:32
67069,10,Expense Reimbursement,07/01/2024 01:02:33
67075,1,Book Mode of Transportation,01/26/2024 12:06:20
67075,2,Book Lodging,01/26/2024 20:09:39
67075,3,Submit Travel Request,01/27/2024 00:13:00
67075,4,Travel Request Approved,01/27/2024 06:52:47
67075,5,Receive Confirmation,01/28/2024 04:33:35
67075,6,Flight Delay,02/19/2024 18:05:22
67075,7,Take Departure Flight,02/19/2024 19:04:27
67075,8,Take Return Flight,02/22/2024 19:04:27
67075,9,Submit Expense Request,02/23/2024 17:31:08
67075,10,Expense Request Approved,02/23/2024 18:30:17
67075,11,Expense Reimbursement,02/26/2024 05:01:32
67077,1,Book Mode of Transportation,01/23/2024 19:30:00
67077,2,Submit Travel Request,02/06/2024 20:27:40
67077,3,Travel Request Approved,02/06/2024 20:58:25
67077,4,Receive Confirmation,02/06/2024 21:58:25
67077,5,Pickup Rental,02/06/2024 22:41:13
67077,6,Return Rental,02/12/2024 22:41:13
67077,7,Submit Expense Request,02/13/2024 04:42:44
67077,8,Expense Request Approved,02/13/2024 05:27:11
67077,9,Expense Reimbursement,02/13/2024 21:36:08
67083,1,Book Mode of Transportation,09/09/2024 18:05:00
67083,2,Book Lodging,09/12/2024 18:58:19
67083,3,Submit Travel Request,09/24/2024 19:39:46
67083,4,Travel Request Approved,09/24/2024 20:29:54
67083,5,Receive Confirmation,09/24/2024 21:29:54
67083,6,Pickup Rental,09/24/2024 22:11:49
67083,7,Return Rental,09/30/2024 22:11:49
67083,8,Submit Expense Request,10/01/2024 12:55:35
67083,9,Expense Request Approved,10/01/2024 13:48:26
67083,10,Expense Reimbursement,10/02/2024 03:37:46
67085,1,Book Mode of Transportation,09/25/2024 07:27:18
67085,2,Book Lodging,09/26/2024 05:40:44
67085,3,Submit Travel Request,09/27/2024 03:02:00
67085,4,Travel Request Approved,09/27/2024 10:40:04
67085,5,Receive Confirmation,09/27/2024 16:26:44
67085,6,Flight Delay,10/17/2024 07:13:01
67085,7,Take Departure Flight,10/17/2024 08:02:48
67085,8,Take Return Flight,10/21/2024 08:02:48
67085,9,Submit Expense Request,10/21/2024 23:39:47
67085,10,Expense Request Approved,10/21/2024 23:39:53
67085,11,Expense Reimbursement,10/22/2024 19:33:22
67087,1,Book Mode of Transportation,10/31/2024 19:51:08
67087,2,Book Lodging,11/01/2024 02:07:19
67087,3,Submit Travel Request,11/01/2024 13:16:29
67087,4,Travel Request Approved,11/02/2024 12:28:10
67087,5,Receive Confirmation,11/03/2024 10:20:45
67087,6,Take Departure Flight,11/25/2024 08:24:11
67087,7,Take Return Flight,11/29/2024 08:24:11
67087,8,Submit Expense Request,11/29/2024 20:56:51
67087,9,Expense Request Approved,11/29/2024 21:50:50
67087,10,Expense Reimbursement,12/02/2024 15:17:58
67096,1,Book Mode of Transportation,01/18/2024 19:29:49
67096,2,Book Lodging,01/18/2024 21:33:31
67096,3,Submit Travel Request,01/19/2024 02:39:39
67096,4,Travel Request Approved,01/19/2024 14:12:45
67096,5,Receive Confirmation,01/20/2024 10:56:40
67096,6,Take Departure Flight,02/15/2024 09:11:20
67096,7,Take Return Flight,02/19/2024 09:11:20
67096,8,Submit Expense Request,02/20/2024 04:12:56
67096,9,Expense Request Approved,02/20/2024 04:30:32
67096,10,Expense Reimbursement,02/20/2024 11:22:13
67098,1,Book Mode of Transportation,06/24/2024 22:31:48
67098,2,Book Lodging,06/25/2024 18:43:03
67098,3,Submit Travel Request,06/26/2024 00:20:05
67098,4,Travel Request Approved,06/26/2024 00:55:07
67098,5,Receive Confirmation,06/26/2024 14:48:32
67098,6,Take Departure Flight,07/12/2024 20:27:15
67098,7,Take Return Flight,07/17/2024 20:27:15
67098,8,Submit Expense Request,07/18/2024 09:11:58
67098,9,Expense Request Approved,07/18/2024 09:17:04
67098,10,Expense Reimbursement,07/18/2024 22:33:23
67106,1,Book Mode of Transportation,05/15/2024 21:21:32
67106,2,Book Lodging,05/16/2024 10:56:53
67106,3,Submit Travel Request,05/17/2024 03:30:59
67106,4,Travel Request Approved,05/17/2024 08:58:24
67106,5,Receive Confirmation,05/17/2024 11:50:08
67106,6,Take Departure Flight,06/14/2024 14:14:20
67106,7,Take Return Flight,06/17/2024 14:14:20
67106,8,Submit Expense Request,06/17/2024 23:43:04
